Customer ID,Recency,Frequency,Monetary,Cluster,Segment,Churn
13377,396,2,1552.88,5,At risk,1
13407,578,3,2244.7,5,At risk,1
13410,23,9,2201.96,5,At risk,1
13417,4,6,1669.49,5,At risk,1
13434,73,5,1666.86,5,At risk,1
13455,24,6,2212.99,5,At risk,1
13456,17,6,1766.72,5,At risk,1
13475,190,4,1431.78,5,At risk,1
13476,178,5,2061.4700000000003,5,At risk,1
13478,468,5,2215.78,5,At risk,1
13500,22,4,1466.3,5,At risk,1
13503,70,6,1859.24,5,At risk,1
13516,20,4,1685.26,5,At risk,1
13517,59,3,2128.42,5,At risk,1
13531,204,6,1433.07,5,At risk,1
13539,85,7,1569.36,5,At risk,1
13543,633,2,1439.61,5,At risk,1
13554,379,7,1629.35,5,At risk,1
13561,215,11,1803.4,5,At risk,1
13566,40,5,1688.6,5,At risk,1
13583,155,2,1445.031,5,At risk,1
13587,63,4,1673.5,5,At risk,1
13591,64,7,2093.94,5,At risk,1
13614,23,6,2332.74,5,At risk,1
13627,58,7,2245.9,5,At risk,1
13630,4,7,2031.78,5,At risk,1
13643,30,10,2156.77,5,At risk,1
13648,399,8,1764.02,5,At risk,1
13649,256,6,1453.68,5,At risk,1
13652,45,5,2262.05,5,At risk,1
13655,113,6,2280.51,5,At risk,1
13662,85,11,2233.61,5,At risk,1
13663,178,5,2047.51,5,At risk,1
13665,385,3,1711.66,5,At risk,1
13693,373,9,2011.82,5,At risk,1
13696,421,3,2020.4,5,At risk,1
13704,4,9,2308.06,5,At risk,1
13705,7,7,1717.19,5,At risk,1
13711,218,9,1792.26,5,At risk,1
13717,31,8,1763.3,5,At risk,1
13725,49,8,1980.56,5,At risk,1
13740,240,5,1582.77,5,At risk,1
13748,95,9,2064.35,5,At risk,1
13752,123,7,1579.8300000000002,5,At risk,1
13753,287,4,2094.57,5,At risk,1
13755,3,9,2108.06,5,At risk,1
13761,49,6,1952.17,5,At risk,1
13783,487,4,1542.09,5,At risk,1
13791,127,2,1516.0,5,At risk,1
13800,309,3,1679.56,5,At risk,1
13808,5,5,1747.66,5,At risk,1
13810,28,3,1499.01,5,At risk,1
13814,91,3,2257.32,5,At risk,1
13838,5,10,1690.07,5,At risk,1
13850,128,1,1595.48,5,At risk,1
13874,357,7,2049.15,5,At risk,1
13884,6,10,1825.03,5,At risk,1
13888,119,7,2001.59,5,At risk,1
13889,92,6,1991.23,5,At risk,1
13900,182,6,1610.59,5,At risk,1
13920,431,4,1774.68,5,At risk,1
13924,1,6,1838.85,5,At risk,1
13939,22,7,1560.96,5,At risk,1
13946,78,6,1876.23,5,At risk,1
13989,65,5,2026.06,5,At risk,1
13994,3,6,2274.14,5,At risk,1
14000,210,5,2046.34,5,At risk,1
14006,115,7,2196.67,5,At risk,1
14014,76,3,1948.21,5,At risk,1
14019,46,3,1421.61,5,At risk,1
14021,154,7,1716.58,5,At risk,1
14055,105,3,1520.96,5,At risk,1
14068,319,4,1516.72,5,At risk,1
14071,3,8,1437.57,5,At risk,1
14075,4,6,1734.87,5,At risk,1
14078,101,9,1553.47,5,At risk,1
14127,122,6,1900.08,5,At risk,1
14130,318,4,1858.77,5,At risk,1
14136,400,5,1570.81,5,At risk,1
14152,74,7,1997.34,5,At risk,1
14164,70,2,1631.77,5,At risk,1
14178,8,7,1600.26,5,At risk,1
14186,426,5,1550.63,5,At risk,1
14188,30,6,2054.36,5,At risk,1
14198,17,9,1569.73,5,At risk,1
14212,89,2,2190.14,5,At risk,1
14216,2,5,2150.04,5,At risk,1
14220,246,4,1515.0,5,At risk,1
14224,109,9,1841.71,5,At risk,1
14225,434,4,2031.07,5,At risk,1
14232,42,5,2048.07,5,At risk,1
14236,80,5,1555.34,5,At risk,1
14245,219,2,1693.45,5,At risk,1
14246,110,3,1474.06,5,At risk,1
14250,6,3,1904.05,5,At risk,1
14264,154,6,1517.36,5,At risk,1
14267,162,3,1516.24,5,At risk,1
14276,98,7,2102.68,5,At risk,1
14301,116,4,1992.18,5,At risk,1
14304,222,3,1725.01,5,At risk,1
14305,70,3,1858.96,5,At risk,1
14321,10,7,2218.06,5,At risk,1
14327,162,6,1894.93,5,At risk,1
14332,22,5,1917.41,5,At risk,1
14336,16,4,1614.91,5,At risk,1
14346,120,5,2315.75,5,At risk,1
14360,31,4,2118.03,5,At risk,1
14387,32,3,1727.6,5,At risk,1
14389,64,5,1898.01,5,At risk,1
14396,64,7,1969.38,5,At risk,1
14399,393,8,2108.21,5,At risk,1
14400,148,3,1732.47,5,At risk,1
14403,129,6,1880.51,5,At risk,1
14407,106,6,2157.73,5,At risk,1
14412,42,3,1426.19,5,At risk,1
14418,3,3,1937.25,5,At risk,1
14420,98,4,1639.17,5,At risk,1
14432,9,6,2248.5,5,At risk,1
14443,53,5,2082.97,5,At risk,1
14447,18,6,1711.73,5,At risk,1
14449,18,8,2230.96,5,At risk,1
14469,415,4,2093.46,5,At risk,1
14472,103,9,2118.72,5,At risk,1
14477,19,7,1969.6,5,At risk,1
14481,164,5,2284.69,5,At risk,1
14489,206,4,1574.93,5,At risk,1
14492,429,7,1921.91,5,At risk,1
14499,25,7,2101.79,5,At risk,1
14522,23,8,1748.42,5,At risk,1
14553,18,9,1818.6,5,At risk,1
14554,9,4,2279.49,5,At risk,1
14555,56,6,2304.03,5,At risk,1
14567,56,2,1530.36,5,At risk,1
14583,5,8,1660.29,5,At risk,1
14584,168,8,1738.16,5,At risk,1
14587,18,9,1580.29,5,At risk,1
14595,19,8,2164.45,5,At risk,1
14597,10,6,2184.63,5,At risk,1
14609,71,10,1486.2,5,At risk,1
14623,31,10,2016.98,5,At risk,1
14628,90,5,1998.0,5,At risk,1
14631,50,6,2025.69,5,At risk,1
14634,437,4,2124.46,5,At risk,1
14643,169,5,1679.89,5,At risk,1
14644,67,7,2247.72,5,At risk,1
14651,66,9,2025.52,5,At risk,1
14657,17,6,1450.19,5,At risk,1
14682,187,6,1514.81,5,At risk,1
14684,25,6,1430.03,5,At risk,1
14691,30,5,2114.33,5,At risk,1
14695,518,3,1534.22,5,At risk,1
14704,10,11,1752.92,5,At risk,1
14708,2,5,1793.22,5,At risk,1
14715,24,8,1825.45,5,At risk,1
14719,1,5,1581.84,5,At risk,1
14723,9,11,1803.06,5,At risk,1
14730,0,8,1897.57,5,At risk,1
14738,42,9,1821.9,5,At risk,1
14741,11,7,1713.09,5,At risk,1
14754,44,6,1547.93,5,At risk,1
14759,4,3,1625.97,5,At risk,1
14794,2,10,1953.9,5,At risk,1
14802,437,2,1502.98,5,At risk,1
14829,28,7,1455.87,5,At risk,1
14831,679,3,1676.57,5,At risk,1
14834,17,7,2206.16,5,At risk,1
14850,311,7,1770.96,5,At risk,1
14859,12,5,1705.64,5,At risk,1
14870,261,6,1838.95,5,At risk,1
14885,131,3,1598.12,5,At risk,1
14887,78,1,1862.0,5,At risk,1
14893,9,3,1809.61,5,At risk,1
14894,84,3,1492.81,5,At risk,1
14896,204,8,1826.0,5,At risk,1
14904,1,4,1630.49,5,At risk,1
14905,157,8,1971.39,5,At risk,1
14912,16,6,1889.25,5,At risk,1
14915,90,11,1811.25,5,At risk,1
14920,212,3,1607.17,5,At risk,1
14933,443,4,1770.0,5,At risk,1
14937,56,3,1621.88,5,At risk,1
14938,561,2,2322.43,5,At risk,1
14967,49,6,1982.61,5,At risk,1
14987,15,8,1550.65,5,At risk,1
14988,211,7,2038.65,5,At risk,1
15013,487,10,1610.82,5,At risk,1
15030,71,8,1979.91,5,At risk,1
15071,93,4,1455.56,5,At risk,1
15074,104,3,1553.13,5,At risk,1
15076,172,3,1447.74,5,At risk,1
15100,333,7,2193.9,5,At risk,1
15101,8,6,1477.94,5,At risk,1
15106,17,5,1422.52,5,At risk,1
15110,23,6,1505.85,5,At risk,1
15128,59,5,1783.68,5,At risk,1
15133,127,5,1806.9,5,At risk,1
15134,14,10,1596.29,5,At risk,1
15149,133,5,1554.61,5,At risk,1
15151,422,2,2085.61,5,At risk,1
15164,68,9,2028.11,5,At risk,1
15167,320,5,1627.62,5,At risk,1
15172,8,5,1624.05,5,At risk,1
15173,380,7,1494.6,5,At risk,1
15192,119,5,1666.39,5,At risk,1
15197,10,6,1877.51,5,At risk,1
15201,86,7,1842.95,5,At risk,1
15214,1,8,1661.44,5,At risk,1
15220,51,6,1778.96,5,At risk,1
15221,365,4,2062.2000000000003,5,At risk,1
15223,225,5,1417.95,5,At risk,1
15237,1,4,1412.32,5,At risk,1
15248,410,3,1893.93,5,At risk,1
15252,35,5,2103.41,5,At risk,1
15253,15,8,2055.09,5,At risk,1
15261,134,4,1508.0,5,At risk,1
15267,21,5,1717.36,5,At risk,1
15272,56,6,2030.95,5,At risk,1
15279,354,5,1580.54,5,At risk,1
15289,28,5,1593.09,5,At risk,1
15310,478,1,1634.64,5,At risk,1
15325,103,8,1601.46,5,At risk,1
15326,333,5,1700.52,5,At risk,1
15339,65,7,1821.02,5,At risk,1
15381,213,5,1890.57,5,At risk,1
15384,169,4,2027.79,5,At risk,1
15402,148,6,1830.54,5,At risk,1
15422,322,7,1619.97,5,At risk,1
15425,399,4,1941.12,5,At risk,1
15426,18,9,2156.35,5,At risk,1
15427,32,3,1430.54,5,At risk,1
15444,8,2,1411.21,5,At risk,1
15452,29,6,1785.11,5,At risk,1
15456,282,10,2091.52,5,At risk,1
15466,84,4,1560.46,5,At risk,1
15468,50,3,1430.48,5,At risk,1
15473,13,8,2046.0,5,At risk,1
15476,379,4,2209.98,5,At risk,1
15478,39,3,1983.48,5,At risk,1
15481,400,1,1993.34,5,At risk,1
15506,22,6,2030.33,5,At risk,1
15530,21,5,1808.68,5,At risk,1
15531,7,2,1972.39,5,At risk,1
15549,76,8,2334.16,5,At risk,1
15551,36,7,1679.81,5,At risk,1
15561,11,8,1934.39,5,At risk,1
15587,49,7,1522.0800000000002,5,At risk,1
15590,381,5,1496.6,5,At risk,1
15594,15,5,1771.78,5,At risk,1
15605,35,9,1741.95,5,At risk,1
15607,336,9,1708.97,5,At risk,1
15608,27,5,1785.98,5,At risk,1
15620,56,4,1942.36,5,At risk,1
15629,449,4,2240.9,5,At risk,1
15630,44,3,1481.4,5,At risk,1
15636,89,4,1444.58,5,At risk,1
15638,378,6,2265.2,5,At risk,1
15649,335,4,1660.35,5,At risk,1
15658,189,8,2117.27,5,At risk,1
15678,52,3,1825.94,5,At risk,1
15701,1,4,1529.0,5,At risk,1
15730,65,5,1726.58,5,At risk,1
15732,211,10,1543.97,5,At risk,1
15734,114,4,2263.3,5,At risk,1
15736,434,2,1767.12,5,At risk,1
15777,240,7,1762.61,5,At risk,1
15789,357,6,1962.01,5,At risk,1
15795,149,8,1979.87,5,At risk,1
15798,492,3,1535.37,5,At risk,1
15799,75,4,1421.34,5,At risk,1
15803,50,4,1929.66,5,At risk,1
15807,49,5,1817.52,5,At risk,1
15815,63,5,2100.6,5,At risk,1
15822,2,6,1840.06,5,At risk,1
15864,21,7,2180.76,5,At risk,1
15865,40,5,2241.42,5,At risk,1
15876,408,2,1449.14,5,At risk,1
15889,156,8,1427.6,5,At risk,1
15911,623,8,1700.24,5,At risk,1
15934,417,2,2190.66,5,At risk,1
15944,276,4,2164.24,5,At risk,1
15946,502,3,2304.18,5,At risk,1
15947,82,1,1708.24,5,At risk,1
15948,7,3,1509.09,5,At risk,1
15972,455,5,1769.33,5,At risk,1
15976,164,6,1694.41,5,At risk,1
15987,11,8,1535.99,5,At risk,1
15990,43,7,1997.75,5,At risk,1
16004,474,5,2146.39,5,At risk,1
16010,245,11,1694.86,5,At risk,1
16016,2,11,2083.4,5,At risk,1
16017,46,5,1545.58,5,At risk,1
16032,455,6,1965.72,5,At risk,1
16037,269,5,1509.34,5,At risk,1
16042,21,8,2245.32,5,At risk,1
16043,37,8,1856.59,5,At risk,1
16049,39,6,1852.15,5,At risk,1
16054,144,4,2111.88,5,At risk,1
16065,364,8,1992.13,5,At risk,1
16066,16,5,1521.04,5,At risk,1
16076,2,10,2234.73,5,At risk,1
16077,625,1,2300.4,5,At risk,1
16087,388,5,1739.92,5,At risk,1
16088,575,2,1437.43,5,At risk,1
16092,114,6,1587.94,5,At risk,1
16096,263,4,1584.97,5,At risk,1
16099,49,7,1573.2,5,At risk,1
16102,41,3,1842.14,5,At risk,1
16108,84,4,2235.92,5,At risk,1
16110,44,4,1781.59,5,At risk,1
16119,7,8,1720.81,5,At risk,1
16121,56,5,1450.04,5,At risk,1
16124,316,4,1772.49,5,At risk,1
16134,21,5,2145.34,5,At risk,1
16140,65,3,1433.46,5,At risk,1
16152,268,1,1829.04,5,At risk,1
16169,7,4,1822.97,5,At risk,1
16172,94,8,1884.55,5,At risk,1
16173,15,6,1418.32,5,At risk,1
16174,125,7,2246.75,5,At risk,1
16175,93,7,1836.44,5,At risk,1
16176,420,4,2052.69,5,At risk,1
16177,49,8,2247.31,5,At risk,1
16197,468,9,2016.71,5,At risk,1
16201,2,5,2112.12,5,At risk,1
16205,30,7,1820.11,5,At risk,1
16214,170,4,2038.25,5,At risk,1
16221,36,9,2019.92,5,At risk,1
16224,56,5,1616.54,5,At risk,1
16233,70,9,1818.31,5,At risk,1
16235,40,9,2053.71,5,At risk,1
16239,56,6,1492.2,5,At risk,1
16244,211,2,1522.75,5,At risk,1
16245,23,3,1413.66,5,At risk,1
16249,52,5,1800.07,5,At risk,1
16256,266,3,1629.37,5,At risk,1
16275,196,3,2151.11,5,At risk,1
16290,464,4,1957.7,5,At risk,1
16314,389,3,1491.4,5,At risk,1
16317,119,5,2192.51,5,At risk,1
16329,427,4,1664.92,5,At risk,1
16331,431,6,2037.7,5,At risk,1
16332,27,11,2000.01,5,At risk,1
16340,106,3,1496.24,5,At risk,1
16348,31,8,1744.42,5,At risk,1
16350,20,9,2253.89,5,At risk,1
16366,18,4,1548.13,5,At risk,1
16374,65,5,1723.4,5,At risk,1
16379,3,4,2157.4,5,At risk,1
16380,60,1,1743.15,5,At risk,1
16394,56,5,1555.34,5,At risk,1
16398,153,2,1705.8,5,At risk,1
16419,112,8,1463.7,5,At risk,1
16426,1,10,1863.76,5,At risk,1
16450,149,3,1505.73,5,At risk,1
16461,177,3,1545.83,5,At risk,1
16463,20,4,1422.4,5,At risk,1
16474,6,7,1810.65,5,At risk,1
16485,76,5,2287.19,5,At risk,1
16491,46,2,1533.16,5,At risk,1
16493,79,7,2132.09,5,At risk,1
16496,8,6,2330.77,5,At risk,1
16510,371,6,1777.5,5,At risk,1
16511,21,6,1760.49,5,At risk,1
16520,185,6,2148.38,5,At risk,1
16529,189,4,1986.8,5,At risk,1
16531,21,11,2298.33,5,At risk,1
16551,95,7,2237.12,5,At risk,1
16555,34,6,1915.68,5,At risk,1
16569,2,5,1455.23,5,At risk,1
16586,248,3,1462.78,5,At risk,1
16595,60,5,1757.75,5,At risk,1
16611,185,6,1785.13,5,At risk,1
16619,263,4,1938.33,5,At risk,1
16620,3,6,1758.93,5,At risk,1
16625,274,5,1654.03,5,At risk,1
16628,29,7,2318.1,5,At risk,1
16631,481,7,1892.52,5,At risk,1
16634,222,6,1649.81,5,At risk,1
16639,30,4,1747.98,5,At risk,1
16650,71,7,1916.11,5,At risk,1
16654,140,8,1484.07,5,At risk,1
16660,15,7,1879.55,5,At risk,1
16671,27,3,1692.27,5,At risk,1
16681,72,7,1921.84,5,At risk,1
16692,255,4,1914.7,5,At risk,1
16698,226,2,1998.0,5,At risk,1
16714,218,4,1497.33,5,At risk,1
16716,266,3,2149.6800000000003,5,At risk,1
16726,25,7,2063.88,5,At risk,1
16751,30,1,1764.72,5,At risk,1
16768,47,9,1698.57,5,At risk,1
16770,57,9,1778.93,5,At risk,1
16774,67,8,1567.48,5,At risk,1
16788,122,5,1928.93,5,At risk,1
16790,3,6,1545.62,5,At risk,1
16795,364,3,2062.41,5,At risk,1
16797,392,5,1802.02,5,At risk,1
16801,162,4,1594.23,5,At risk,1
16807,142,6,2123.88,5,At risk,1
16809,22,9,1727.43,5,At risk,1
16813,7,10,1652.18,5,At risk,1
16823,226,7,2243.09,5,At risk,1
16825,38,5,1826.89,5,At risk,1
16835,127,6,1456.66,5,At risk,1
16848,52,4,1411.62,5,At risk,1
16859,144,7,1932.41,5,At risk,1
16860,452,3,1610.62,5,At risk,1
16880,30,8,1813.21,5,At risk,1
16891,1,11,1727.94,5,At risk,1
16899,7,8,1695.77,5,At risk,1
16902,115,1,1706.88,5,At risk,1
16906,81,7,1410.92,5,At risk,1
16907,28,9,1470.89,5,At risk,1
16910,3,8,1508.96,5,At risk,1
16915,8,11,1543.18,5,At risk,1
16917,276,2,1851.88,5,At risk,1
16934,54,6,2083.14,5,At risk,1
16942,12,9,1904.99,5,At risk,1
16960,38,8,1990.88,5,At risk,1
16966,7,7,2154.97,5,At risk,1
16980,254,3,1422.8300000000002,5,At risk,1
16993,463,2,1950.95,5,At risk,1
16996,29,9,2123.61,5,At risk,1
17004,45,4,2324.36,5,At risk,1
17006,4,8,1635.27,5,At risk,1
17015,28,3,1838.61,5,At risk,1
17018,40,6,2287.7,5,At risk,1
17028,580,3,1593.83,5,At risk,1
17029,110,7,2137.3,5,At risk,1
17039,603,1,1954.99,5,At risk,1
17041,26,6,1655.2,5,At risk,1
17046,156,5,1906.07,5,At risk,1
17047,84,6,2289.23,5,At risk,1
17048,117,7,2071.68,5,At risk,1
17073,17,4,1446.09,5,At risk,1
17075,17,10,2236.63,5,At risk,1
17086,6,6,2050.08,5,At risk,1
17088,27,4,1991.01,5,At risk,1
17113,573,6,2305.59,5,At risk,1
17126,151,9,2016.43,5,At risk,1
17135,15,10,1722.18,5,At risk,1
17152,194,4,2016.5,5,At risk,1
17158,31,5,1980.0,5,At risk,1
17159,21,5,2099.59,5,At risk,1
17162,28,10,1715.46,5,At risk,1
17165,283,6,1794.32,5,At risk,1
17175,43,4,1443.69,5,At risk,1
17179,177,6,1507.26,5,At risk,1
17180,55,11,2236.77,5,At risk,1
17190,58,7,1726.57,5,At risk,1
17193,35,9,2310.04,5,At risk,1
17222,64,6,1579.51,5,At risk,1
17235,24,8,1562.98,5,At risk,1
17244,52,5,1826.04,5,At risk,1
17259,147,6,1452.39,5,At risk,1
17268,107,11,1733.89,5,At risk,1
17272,41,4,2148.63,5,At risk,1
17282,129,5,2308.54,5,At risk,1
17289,31,9,2041.8,5,At risk,1
17290,3,8,1487.96,5,At risk,1
17305,648,1,2135.46,5,At risk,1
17313,30,1,2328.84,5,At risk,1
17321,7,6,1665.21,5,At risk,1
17337,150,4,1981.06,5,At risk,1
17345,14,10,1586.63,5,At risk,1
17350,7,7,1893.701,5,At risk,1
17411,11,5,1425.38,5,At risk,1
17414,43,6,2249.52,5,At risk,1
17432,17,9,1728.99,5,At risk,1
17438,253,5,1422.77,5,At risk,1
17451,0,7,1721.4,5,At risk,1
17454,191,10,1547.94,5,At risk,1
17515,30,9,1602.51,5,At risk,1
17534,53,5,1668.83,5,At risk,1
17540,24,6,1590.6,5,At risk,1
17545,42,6,1409.86,5,At risk,1
17554,0,5,1952.45,5,At risk,1
17560,94,8,1895.8,5,At risk,1
17571,49,5,1630.91,5,At risk,1
17582,235,5,1446.95,5,At risk,1
17585,108,7,2064.71,5,At risk,1
17590,1,3,1468.02,5,At risk,1
17591,72,8,2339.32,5,At risk,1
17603,77,4,1788.38,5,At risk,1
17609,40,11,1887.9,5,At risk,1
17610,539,5,1511.94,5,At risk,1
17624,14,4,1568.63,5,At risk,1
17633,30,7,2057.39,5,At risk,1
17642,119,5,1824.49,5,At risk,1
17648,60,5,2216.37,5,At risk,1
17649,137,3,1578.89,5,At risk,1
17656,72,5,1674.69,5,At risk,1
17666,3,5,2047.8,5,At risk,1
17671,15,5,2009.16,5,At risk,1
17694,141,3,1695.97,5,At risk,1
17695,131,5,1746.04,5,At risk,1
17705,2,11,2083.9,5,At risk,1
17731,78,6,1708.99,5,At risk,1
17732,372,8,2166.42,5,At risk,1
17734,53,6,1442.32,5,At risk,1
17742,112,11,2098.48,5,At risk,1
17750,4,9,1710.45,5,At risk,1
17764,50,5,1513.57,5,At risk,1
17787,152,4,1817.54,5,At risk,1
17797,21,8,1971.87,5,At risk,1
17813,13,5,1698.07,5,At risk,1
17814,374,2,1609.37,5,At risk,1
17822,419,5,2162.93,5,At risk,1
17828,22,4,1820.09,5,At risk,1
17837,41,8,1541.23,5,At risk,1
17846,84,1,2033.1,5,At risk,1
17851,421,6,1552.35,5,At risk,1
17853,406,3,1596.29,5,At risk,1
17856,1,4,1418.03,5,At risk,1
17886,31,6,1572.55,5,At risk,1
17897,172,9,2099.89,5,At risk,1
17919,87,2,1840.32,5,At risk,1
17941,130,4,1433.28,5,At risk,1
17966,37,10,1963.92,5,At risk,1
17974,24,6,1739.09,5,At risk,1
17977,28,2,1511.45,5,At risk,1
17990,236,6,1527.61,5,At risk,1
17994,121,11,2270.03,5,At risk,1
17997,73,8,1962.46,5,At risk,1
18009,234,8,2144.23,5,At risk,1
18016,31,7,1954.56,5,At risk,1
18022,35,5,1507.25,5,At risk,1
18026,500,2,2074.07,5,At risk,1
18036,31,11,1545.49,5,At risk,1
18051,633,7,2282.28,5,At risk,1
18062,172,6,1632.67,5,At risk,1
18066,74,3,1440.4,5,At risk,1
18095,312,5,2303.09,5,At risk,1
18096,11,6,1657.87,5,At risk,1
18106,329,6,1441.06,5,At risk,1
18122,7,6,1793.06,5,At risk,1
18136,62,5,1631.36,5,At risk,1
18149,50,7,1553.96,5,At risk,1
18151,134,6,1879.44,5,At risk,1
18161,14,6,1803.1,5,At risk,1
18177,30,9,2216.32,5,At risk,1
18180,4,6,1843.75,5,At risk,1
18196,94,4,1457.19,5,At risk,1
18204,70,3,1975.35,5,At risk,1
18214,530,4,1780.34,5,At risk,1
18215,88,5,2232.49,5,At risk,1
18220,226,6,1921.76,5,At risk,1
18221,21,6,1424.94,5,At risk,1
18235,71,3,1796.48,5,At risk,1
18239,218,6,1712.26,5,At risk,1
18252,50,7,1533.69,5,At risk,1
18258,463,6,2059.67,5,At risk,1
18268,133,6,1490.23,5,At risk,1
18276,43,6,1656.52,5,At risk,1
